27-03-2026,19:05:56,"(-0.0575558959436298, 0.04210107203284032, -0.006928024511733216)"
27-03-2026,19:05:57,"(-0.0558238898156965, 0.041434915829789046, -0.005329249624410167)"
27-03-2026,19:05:58,"(-0.05342572748471192, 0.041834609551619814, -0.005196018383799912)"
27-03-2026,19:05:59,"(-0.05382542120654268, 0.04223430327345057, 0.001732006127933304)"
27-03-2026,19:06:00,"(-0.05182695259738887, 0.04316692195772235, -0.0035972434964768626)"
27-03-2026,19:06:02,"(-0.05595712105630675, 0.03983614094246599, -0.002797856052815337)"
27-03-2026,19:06:03,"(-0.05489127113142472, 0.04356661567955311, -0.0014655436467127959)"
27-03-2026,19:06:04,"(-0.05649004601874777, 0.04356661567955311, -0.005329249624410167)"
27-03-2026,19:06:05,"(-0.053692189965932426, 0.03903675349880447, -0.0039969372183076245)"
27-03-2026,19:06:06,"(-0.05542419609386573, 0.04223430327345057, -0.0011990811654922875)"
27-03-2026,19:06:07,"(-0.05129402763494785, 0.040901990867348026, -0.014255742745297196)"
27-03-2026,19:06:08,"(-0.05649004601874777, 0.04396630940138387, -0.0014655436467127959)"
27-03-2026,19:06:09,"(-0.056090352296917, 0.0430336907171121, 0.0)"
27-03-2026,19:06:10,"(-0.050094946469455566, 0.041035222107958284, 0.006794793271122962)"
27-03-2026,19:06:11,"(-0.05635681477813751, 0.04063552838612752, -0.0019984686091538122)"
27-03-2026,19:06:12,"(-0.0558238898156965, 0.03890352225819422, -0.0018652373685435584)"
27-03-2026,19:06:13,"(-0.053159265003491406, 0.03903675349880447, -0.003863705977697371)"
27-03-2026,19:06:14,"(-0.05662327725935802, 0.04383307816077362, -0.0003996937218307625)"
27-03-2026,19:06:15,"(-0.05542419609386573, 0.0401026034236865, -0.0019984686091538122)"
27-03-2026,19:06:17,"(-0.0511607963943376, 0.04276722823589159, -0.0074609494741742334)"
27-03-2026,19:06:18,"(-0.05156049011616837, 0.04063552838612752, -0.00159877488732305)"
27-03-2026,19:06:19,"(-0.05728943346240929, 0.041301684589178794, 0.0030643185340358454)"
27-03-2026,19:06:20,"(-0.0558238898156965, 0.03970290970185574, -0.015588055151399738)"
27-03-2026,19:06:21,"(-0.05649004601874777, 0.04396630940138387, -0.007993874436615249)"
27-03-2026,19:06:22,"(-0.05515773361264523, 0.041967840792230066, 0.006528330789902454)"
27-03-2026,19:06:23,"(-0.05862174586851183, 0.041301684589178794, 0.0037304747370871167)"
27-03-2026,19:06:24,"(-0.05049464019128633, 0.0401026034236865, -0.0019984686091538122)"
27-03-2026,19:06:25,"(-0.05595712105630675, 0.037171516130260915, -0.0030643185340358454)"
27-03-2026,19:06:26,"(-0.0543583461689837, 0.040901990867348026, -0.0035972434964768626)"
27-03-2026,19:06:27,"(-0.05515773361264523, 0.046098009251147945, 0.0)"
27-03-2026,19:06:28,"(-0.054225114928373445, 0.0415681470703993, 0.00866003063966652)"
27-03-2026,19:06:29,"(-0.05102756515372735, 0.044099540641994124, -0.0057289433462409285)"
27-03-2026,19:06:30,"(-0.05515773361264523, 0.04063552838612752, -0.005995405827461438)"
27-03-2026,19:06:32,"(-0.05102756515372735, 0.041834609551619814, -0.0033307810152563544)"
27-03-2026,19:06:33,"(-0.05329249624410167, 0.04316692195772235, -0.002531393571594829)"
27-03-2026,19:06:34,"(-0.05635681477813751, 0.0430336907171121, -0.0033307810152563544)"
27-03-2026,19:06:35,"(-0.05382542120654268, 0.0415681470703993, 0.0003996937218307625)"
27-03-2026,19:06:36,"(-0.05542419609386573, 0.04449923436382489, -0.0021316998497640663)"
27-03-2026,19:06:37,"(-0.05395865244715294, 0.03970290970185574, 0.0021316998497640663)"
27-03-2026,19:06:38,"(-0.05529096485325548, 0.0415681470703993, -0.00479632466196915)"
27-03-2026,19:06:39,"(-0.05622358353752725, 0.04223430327345057, -0.004263399699528133)"
27-03-2026,19:06:40,"(-0.053159265003491406, 0.04316692195772235, -0.0026646248122050836)"
27-03-2026,19:06:41,"(-0.05342572748471192, 0.04316692195772235, -0.0037304747370871167)"
27-03-2026,19:06:42,"(-0.0514272588755581, 0.04343338443894285, -0.0035972434964768626)"
